,Date,BLACKROCK,MICROSOFT,SANDP,CPI,INDPRO,M1SUPPLY,CCREDIT,BMINUSA,USTB3M,USTB10Y,year,month
0,1999-10-01,14.125,46.28125,1362.930054,168.2,92.9976,1095.1,1519.3952,0.830000000000001,5.02,6.109999999999999,1999,Oct
1,1999-11-01,14.75,45.523399,1388.910034,168.3,93.444,1113.0,1531.9609,0.79,5.23,6.03,1999,Nov
2,1999-12-01,18.5625,58.375,1469.25,168.3,94.1555,1148.2,1553.622,0.6399999999999997,5.36,6.28,1999,Dec
3,2000-02-01,17.75,44.6875,1366.420044,169.8,94.4329,1097.4,1549.3285,0.6099999999999994,5.73,6.5200000000000005,2000,Feb
4,2000-03-01,21.75,53.125,1498.579956,171.2,94.7926,1108.9,1553.765,0.6899999999999995,5.86,6.260000000000001,2000,Mar
5,2000-05-01,24.0,31.28125,1420.599976,171.5,95.6421,1100.4,1576.8,0.9100000000000001,5.99,6.44,2000,May
6,2000-06-01,24.375,40.0,1454.599976,172.4,95.7364,1101.8,1601.7713,0.8100000000000005,5.86,6.1000000000000005,2000,Jun
7,2000-08-01,33.625,34.90625,1517.680054,172.8,95.3172,1094.5,1649.8667,0.71,6.28,5.83,2000,Aug
8,2000-09-01,41.6875,30.15625,1436.51001,173.7,95.6844,1088.8,1667.073,0.7299999999999995,6.18,5.8,2000,Sep
9,2000-11-01,42.375,28.6875,1314.949951,174.1,95.4158,1092.1,1705.9647,0.8299999999999992,6.36,5.720000000000001,2000,Nov
10,2000-12-01,43.8125,21.6875,1320.280029,174.0,95.1619,1111.7,1741.2669,0.8099999999999996,5.94,5.24,2000,Dec
11,2001-02-01,41.0,29.5,1239.939941,175.8,93.9755,1089.8,1746.9784,0.7700000000000005,5.01,5.1,2001,Feb
12,2001-03-01,40.29999923706055,27.34375,1160.329956,176.2,93.7253,1111.2,1749.7244,0.8599999999999994,4.54,4.89,2001,Mar
13,2001-05-01,34.25,34.59,1255.819946,177.7,92.8842,1114.7,1773.8828,0.7800000000000002,3.7,5.390000000000001,2001,May
14,2001-06-01,35.470001220703125,36.5,1224.380005,178.0,92.3317,1126.3,1784.2492,0.79,3.57,5.279999999999999,2001,Jun
15,2001-08-01,40.15999984741211,28.525,1133.579956,177.5,91.6849,1144.5,1805.4935,0.8300000000000001,3.44,4.97,2001,Aug
16,2001-10-01,40.150001525878906,29.075001,1059.780029,177.7,90.9389,1159.2,1832.5003,0.8799999999999999,2.2,4.57,2001,Oct
17,2001-11-01,43.310001373291016,32.105,1139.449951,177.4,90.4853,1169.0,1863.0953,0.8399999999999999,1.91,4.65,2001,Nov
18,2002-02-01,42.970001220703125,29.17,1106.72998,177.8,91.0698,1178.3,1880.3387,1.38,1.76,4.91,2002,Feb
19,2002-03-01,44.880001068115234,30.155001,1147.390015,178.8,91.8012,1196.8,1883.5163,1.2999999999999998,1.83,5.28,2002,Mar
20,2002-04-01,44.900001525878906,26.129999,1076.920044,179.8,92.1815,1196.9,1895.6902,1.2699999999999996,1.75,5.21,2002,Apr
21,2002-05-01,46.349998474121094,25.455,1067.140015,179.8,92.5668,1186.0,1906.4724,1.3399999999999999,1.76,5.16,2002,May
22,2002-07-01,43.849998474121094,23.99,911.619995,180.1,93.2282,1200.4,1928.371,1.37,1.71,4.65,2002,Jul
23,2002-08-01,41.88999938964844,24.540001,916.070007,180.7,93.227,1182.3,1946.781,1.21,1.65,4.26,2002,Aug
24,2002-10-01,41.279998779296875,26.735001,885.76001,181.3,93.0804,1196.6,1960.5578,1.4100000000000001,1.61,3.9400000000000004,2002,Oct
25,2002-11-01,35.45000076293945,28.84,936.309998,181.3,93.5589,1205.3,1970.6353,1.3100000000000005,1.25,4.05,2002,Nov
26,2003-04-01,43.5,25.57,916.919983,183.8,93.0815,1259.6,2004.1979,1.1099999999999994,1.15,3.96,2003,Apr
27,2003-05-01,45.20000076293945,24.610001,963.590027,183.5,93.1002,1266.6,2018.08,1.1600000000000001,1.09,3.5700000000000003,2003,May
28,2003-07-01,46.20000076293945,26.41,990.309998,183.9,93.6579,1287.9,2028.5536,1.13,0.92,3.98,2003,Jul
29,2003-08-01,45.18000030517578,26.52,1008.01001,184.6,93.5162,1292.2,2049.0986,1.13,0.97,4.45,2003,Aug
30,2003-10-01,50.310001373291016,26.139999,1050.709961,185.0,94.2091,1288.8,2069.6832,1.0300000000000002,0.94,4.29,2003,Oct
31,2003-12-01,51.54999923706055,27.370001,1111.920044,184.3,94.8627,1332.5,2102.932,0.9799999999999995,0.91,4.27,2003,Dec
32,2004-03-01,60.31999969482422,24.93,1126.209961,187.4,95.2063,1337.9,2096.472,0.7800000000000002,0.95,3.83,2004,Mar
33,2004-04-01,66.0,26.129999,1107.300049,188.0,95.6346,1343.2,2101.0033,0.7299999999999995,0.96,4.35,2004,Apr
34,2004-06-01,63.20000076293945,28.559999,1140.839966,189.7,95.6045,1347.7,2114.5394,0.7700000000000005,1.29,4.73,2004,Jun
35,2004-07-01,64.1500015258789,28.49,1101.719971,189.4,96.3379,1338.8,2124.4681,0.7999999999999998,1.36,4.5,2004,Jul
36,2004-09-01,73.72000122070312,27.65,1114.579956,189.9,96.4943,1349.1,2164.8745,0.8099999999999996,1.68,4.13,2004,Sep
37,2004-10-01,74.33999633789062,27.969999,1130.199951,190.9,97.4107,1351.4,2181.5729,0.7400000000000002,1.79,4.1,2004,Oct
38,2004-11-01,74.77999877929688,26.809999,1173.819946,191.0,97.6207,1371.0,2191.7173,0.6800000000000006,2.11,4.1899999999999995,2004,Nov
39,2004-12-01,76.19999694824219,26.719999,1211.920044,190.3,98.3284,1401.5,2220.1189,0.6800000000000006,2.22,4.23,2004,Dec
40,2005-02-01,79.80000305175781,25.16,1203.599976,191.8,99.455,1355.0,2210.3064,0.6200000000000001,2.58,4.17,2005,Feb
41,2005-03-01,80.01000213623047,24.17,1180.589966,193.3,99.3156,1381.7,2204.9743,0.6599999999999993,2.8,4.5,2005,Mar
42,2005-04-01,75.62999725341797,25.299999,1156.849976,194.6,99.4648,1369.4,2218.3824,0.7199999999999998,2.84,4.34,2005,Apr
43,2005-06-01,77.69999694824219,24.84,1191.329956,194.5,99.9838,1384.3,2232.3891,0.9000000000000004,3.04,4.0,2005,Jun
44,2005-07-01,81.19999694824219,25.610001,1234.180054,195.4,99.6737,1365.4,2243.3824,0.8900000000000006,3.29,4.18,2005,Jul
45,2005-08-01,84.37000274658203,27.379999,1220.329956,196.4,99.9451,1376.9,2269.9876,0.8700000000000001,3.52,4.26,2005,Aug
46,2005-09-01,83.83000183105469,25.73,1228.810059,198.8,98.0824,1363.5,2278.3847,0.9000000000000004,3.49,4.2,2005,Sep
47,2005-11-01,94.3499984741211,27.68,1249.47998,197.6,100.3282,1373.6,2294.232,0.9699999999999998,3.97,4.54,2005,Nov
48,2005-12-01,109.44999694824219,26.15,1248.290039,196.8,100.9458,1397.2,2320.5549,0.9500000000000002,3.97,4.470000000000001,2005,Dec
49,2006-02-01,129.5399932861328,26.870001,1280.660034,198.7,101.0761,1362.0,2340.9816,0.9199999999999999,4.54,4.57,2006,Feb
50,2006-03-01,142.61000061035156,27.209999,1294.869995,199.8,101.2742,1394.7,2337.5852,0.8799999999999999,4.63,4.72,2006,Mar
51,2006-05-01,142.85000610351562,22.65,1270.089966,202.5,101.5801,1392.1,2362.5169,0.7999999999999998,4.84,5.109999999999999,2006,May
52,2006-06-01,133.5,23.299999,1270.199951,202.9,101.9746,1379.0,2349.6114,0.8900000000000006,4.92,5.11,2006,Jun
53,2006-08-01,127.26000213623047,25.700001,1303.819946,203.9,102.3309,1370.6,2398.8277,0.9100000000000001,5.09,4.88,2006,Aug
54,2006-09-01,133.17999267578125,27.35,1335.849976,202.9,102.1204,1347.4,2411.4409,0.9199999999999999,4.93,4.72,2006,Sep
55,2006-11-01,149.0500030517578,29.360001,1400.630005,201.5,101.9538,1368.5,2423.4063,0.8700000000000001,5.07,4.6000000000000005,2006,Nov
56,2006-12-01,142.3000030517578,29.860001,1418.300049,201.8,103.026,1387.7,2456.7157,0.8999999999999995,4.97,4.56,2006,Dec
57,2007-02-01,169.32000732421875,28.17,1406.819946,203.499,103.5443,1347.5,2441.2631,0.8900000000000006,5.16,4.72,2007,Feb
58,2007-03-01,158.5399932861328,27.870001,1420.859985,205.352,103.7537,1378.4,2440.1723,0.9699999999999998,5.08,4.5600000000000005,2007,Mar
59,2007-05-01,148.85000610351562,30.690001,1530.619995,207.949,104.5419,1385.6,2467.6496,0.9199999999999999,4.87,4.75,2007,May
60,2007-06-01,154.3000030517578,29.469999,1503.349976,208.352,104.5669,1370.8,2476.9657,0.9100000000000001,4.74,5.1000000000000005,2007,Jun
61,2007-08-01,155.47000122070312,28.73,1473.98999,207.917,104.7387,1372.8,2539.6141,0.8600000000000003,4.32,4.67,2007,Aug
62,2007-10-01,175.75999450683594,36.810001,1549.380005,208.936,104.7167,1369.4,2563.149,0.8200000000000003,4.0,4.53,2007,Oct
63,2007-11-01,200.4499969482422,33.599998,1481.140015,210.177,105.3037,1370.5,2582.568,0.96,3.35,4.15,2007,Nov
64,2008-02-01,220.5500030517578,27.200001,1330.630005,211.693,104.7137,1365.9,2606.9068,1.29,2.17,3.74,2008,Feb
65,2008-04-01,220.4600067138672,28.52,1385.589966,214.823,103.6727,1406.6,2611.8127,1.42,1.31,3.68,2008,Apr
66,2008-05-01,211.94000244140625,28.32,1400.380005,216.632,103.085,1396.5,2616.4559,1.3599999999999994,1.76,3.88,2008,May
67,2008-07-01,176.02999877929688,25.719999,1267.380005,219.964,102.2939,1417.7,2629.3459,1.4900000000000002,1.66,4.01,2008,Jul
68,2008-08-01,219.32000732421875,27.290001,1282.829956,219.086,100.7209,1401.3,2646.7961,1.5100000000000007,1.75,3.89,2008,Aug
69,2008-10-01,180.3300018310547,22.33,968.75,216.573,97.2844,1462.6,2638.9642,2.6000000000000005,0.69,3.81,2008,Oct
70,2008-12-01,107.05999755859375,19.440001,903.25,210.228,93.252,1632.3,2643.789,3.38,0.03,2.42,2008,Dec
71,2009-04-01,130.69000244140625,20.26,872.809998,213.24,88.2959,1627.7,2570.8182,3.000000000000001,0.16,2.93,2009,Apr
72,2009-05-01,148.4199981689453,20.889999,919.140015,213.856,87.4078,1617.9,2565.7749,2.5200000000000005,0.18,3.29,2009,May
73,2009-06-01,164.99000549316406,23.77,919.320007,215.693,87.0694,1661.7,2548.8685,1.8899999999999997,0.18,3.72,2009,Jun
74,2009-07-01,172.85000610351562,23.52,987.47998,215.351,88.0285,1657.7,2550.7566,1.6799999999999997,0.18,3.56,2009,Jul
75,2009-09-01,194.1199951171875,25.719999,1057.079956,215.969,89.6975,1641.0,2558.788,1.1799999999999997,0.12,3.4,2009,Sep
76,2009-10-01,208.8000030517578,27.73,1036.189941,216.177,89.9906,1664.3,2537.2823,1.1399999999999997,0.07,3.3899999999999997,2009,Oct
77,2009-12-01,226.74000549316406,30.48,1115.099976,215.949,90.6212,1724.4,2555.0166,1.1100000000000003,0.05,3.59,2009,Dec
78,2010-02-01,216.57000732421875,28.67,1104.48999,216.741,92.0073,1685.2,2502.4203,0.9900000000000002,0.11,3.69,2010,Feb
79,2010-03-01,218.0,29.290001,1169.430054,217.631,92.6104,1729.5,2493.1294,1.0,0.15,3.73,2010,Mar
80,2010-04-01,211.0500030517578,30.540001,1186.689941,218.009,92.96,1716.0,2487.7227,0.96,0.16,3.85,2010,Apr
81,2010-06-01,163.1999969482422,23.01,1030.709961,217.965,94.4319,1732.3,2478.4517,1.3500000000000005,0.12,3.2,2010,Jun
82,2010-07-01,140.32000732421875,25.809999,1101.599976,218.011,94.836,1718.4,2479.8822,1.29,0.16,3.0100000000000002,2010,Jul
83,2010-09-01,146.57000732421875,24.49,1141.199951,218.439,95.35,1741.4,2503.8551,1.13,0.15,2.65,2010,Sep
84,2010-10-01,171.33999633789062,26.67,1183.26001,218.711,95.0991,1767.4,2505.999,1.04,0.13,2.54,2010,Oct
85,2010-11-01,171.85000610351562,25.26,1180.550049,218.803,95.1376,1828.7,2511.5008,1.0499999999999998,0.14,2.7600000000000002,2010,Nov
86,2010-12-01,167.6199951171875,27.91,1257.640015,219.179,96.0339,1871.4,2646.8113,1.08,0.14,3.29,2010,Dec
87,2011-02-01,201.22999572753906,26.58,1327.219971,221.309,95.5147,1858.7,2636.2482,0.9300000000000006,0.13,3.58,2011,Feb
88,2011-03-01,201.42999267578125,25.389999,1325.829956,223.467,96.4651,1909.4,2628.6009,0.9000000000000004,0.1,3.41,2011,Mar
89,2011-04-01,202.42999267578125,25.92,1363.609985,224.906,96.1325,1918.0,2635.195,0.8599999999999994,0.06,3.46,2011,Apr
90,2011-06-01,199.35000610351562,26.0,1320.640015,225.722,96.5889,1954.1,2653.4789,0.7599999999999998,0.04,3.0,2011,Jun
91,2011-07-01,196.4199981689453,27.4,1292.280029,225.922,97.1011,1994.5,2676.9503,0.8300000000000001,0.04,3.0,2011,Jul
92,2011-08-01,178.36000061035156,26.6,1218.890015,226.545,97.6642,2101.9,2691.0208,0.9900000000000002,0.02,2.3,2011,Aug
93,2011-09-01,162.67999267578125,24.889999,1131.420044,226.889,97.6132,2099.1,2702.9131,1.1799999999999997,0.01,1.98,2011,Sep
94,2011-11-01,150.0,25.58,1246.959961,226.23,98.2325,2164.4,2727.8413,1.2699999999999996,0.01,2.01,2011,Nov
95,2011-12-01,167.41000366210938,25.959999,1257.599976,225.672,98.7699,2208.1,2757.0729,1.3199999999999998,0.01,1.98,2011,Dec
96,2012-02-01,183.0,31.74,1365.680054,227.663,99.6443,2194.5,2748.1834,1.2899999999999996,0.09,1.97,2012,Feb
97,2012-03-01,198.5,32.259998,1408.469971,229.392,99.1594,2246.0,2746.1648,1.2400000000000002,0.08,2.17,2012,Mar
98,2012-05-01,190.5,29.190001,1310.329956,229.815,100.0956,2248.4,2781.7144,1.2700000000000005,0.09,1.8,2012,May
99,2012-06-01,166.57000732421875,30.59,1362.160034,229.478,100.0478,2271.0,2795.2744,1.3799999999999994,0.09,1.62,2012,Jun
100,2012-08-01,169.6199951171875,30.82,1406.579956,230.379,99.9036,2334.6,2843.4646,1.4300000000000002,0.1,1.6800000000000002,2012,Aug
101,2012-10-01,179.86000061035156,28.540001,1412.160034,231.317,100.1192,2416.2,2867.0297,1.1099999999999999,0.1,1.75,2012,Oct
102,2012-11-01,190.07000732421875,26.620001,1416.180054,230.221,100.61,2415.2,2887.7391,1.0099999999999998,0.09,1.6500000000000001,2012,Nov
103,2013-02-01,236.88999938964844,27.799999,1514.680054,232.166,101.4265,2455.7,2924.2392,0.9499999999999997,0.1,1.98,2013,Feb
104,2013-03-01,236.8300018310547,28.610001,1569.189941,232.773,101.8186,2497.2,2919.2361,0.9199999999999995,0.09,1.9600000000000002,2013,Mar
105,2013-04-01,252.9600067138672,33.099998,1597.569946,232.531,101.695,2542.3,2930.9847,0.8599999999999999,0.06,1.76,2013,Apr
106,2013-05-01,260.94000244140625,34.900002,1630.73999,232.945,101.7517,2518.5,2949.1025,0.8400000000000003,0.04,1.93,2013,May
107,2013-07-01,256.1099853515625,31.84,1685.72998,233.596,101.446,2543.7,2975.7949,0.9800000000000004,0.04,2.58,2013,Jul
108,2013-08-01,285.2699890136719,33.400002,1632.969971,233.877,102.1758,2537.4,3013.7468,0.8799999999999999,0.04,2.74,2013,Aug
109,2013-10-01,270.0899963378906,35.41,1756.540039,233.546,102.5438,2618.1,3045.6087,0.7799999999999994,0.05,2.6199999999999997,2013,Oct
110,2013-11-01,303.6499938964844,38.130001,1805.810059,233.069,102.8625,2606.8,3059.2857,0.75,0.07,2.7199999999999998,2013,Nov
111,2014-04-01,316.8900146484375,40.400002,1883.949951,237.072,104.7423,2809.6,3126.0468,0.6600000000000001,0.03,2.71,2014,Apr
112,2014-05-01,301.04998779296875,40.939999,1923.569946,237.9,105.0571,2782.2,3148.6948,0.5999999999999996,0.03,2.5599999999999996,2014,May
113,2014-07-01,322.3800048828125,43.16,1930.670044,238.25,105.5609,2841.2,3188.1878,0.5700000000000003,0.03,2.5399999999999996,2014,Jul
114,2014-08-01,303.45001220703125,45.43,2003.369995,237.852,105.4797,2790.2,3226.926,0.6100000000000003,0.03,2.42,2014,Aug
115,2014-10-01,323.239990234375,46.950001,2018.050049,237.433,105.8154,2865.0,3252.9523,0.7700000000000005,0.02,2.3,2014,Oct
116,2014-12-01,355.0299987792969,46.450001,2058.899902,234.812,106.5032,2992.0,3314.5671,0.9500000000000002,0.03,2.21,2014,Dec
117,2015-04-01,362.57000732421875,48.639999,2085.51001,236.599,104.5604,3035.4,3343.7291,0.9600000000000004,0.02,1.94,2015,Apr
118,2015-05-01,368.6400146484375,46.860001,2107.389893,237.805,104.0675,2975.9,3366.1704,0.9099999999999997,0.02,2.2,2015,May
119,2015-06-01,364.2699890136719,44.150002,2063.110107,238.638,103.6891,3020.7,3394.7956,0.9399999999999995,0.02,2.36,2015,Jun
120,2015-07-01,347.3999938964844,46.700001,2103.840088,238.654,104.2443,3038.4,3411.9871,1.0499999999999998,0.03,2.32,2015,Jul
121,2015-09-01,294.29998779296875,44.259998,1920.030029,237.945,103.7281,3016.3,3478.539,1.2699999999999996,0.02,2.17,2015,Sep
122,2015-10-01,295.9200134277344,52.639999,2079.360107,237.838,103.3569,3011.9,3490.047,1.3899999999999997,0.02,2.07,2015,Oct
123,2015-12-01,361.7300109863281,55.48,2043.939941,236.525,102.2696,3141.1,3413.6115,1.4899999999999998,0.23,2.2399999999999998,2015,Dec
124,2016-02-01,312.25,50.880001,1932.22998,237.111,102.3429,3097.4,3411.21,1.38,0.31,1.78,2016,Feb
125,2016-03-01,322.57000732421875,55.23,2059.73999,238.132,101.5415,3181.2,3420.9296,1.31,0.3,1.8900000000000001,2016,Mar
126,2016-04-01,342.5299987792969,49.869999,2065.300049,239.261,101.7479,3236.5,3444.5581,1.17,0.23,1.81,2016,Apr
127,2016-06-01,364.5899963378906,51.169998,2098.860107,241.018,101.9476,3250.1,3488.4763,1.0300000000000002,0.27,1.6400000000000001,2016,Jun
128,2016-07-01,341.2799987792969,56.68,2173.600098,240.628,102.1435,3248.5,3504.6528,0.94,0.3,1.5,2016,Jul
129,2016-08-01,368.32000732421875,57.459999,2170.949951,240.849,102.0654,3323.0,3551.9121,0.9200000000000004,0.3,1.56,2016,Aug
130,2016-09-01,372.1700134277344,57.599998,2168.27002,241.428,101.9304,3300.9,3573.324,0.8999999999999995,0.29,1.6300000000000001,2016,Sep
131,2016-11-01,340.9599914550781,60.259998,2198.810059,241.353,101.8293,3327.3,3613.8087,0.8500000000000001,0.45,2.14,2016,Nov
132,2016-12-01,377.20001220703125,62.139999,2238.830078,241.432,102.7877,3383.0,3644.1997,0.7700000000000005,0.51,2.49,2016,Dec
133,2017-02-01,373.0,63.98,2363.639893,243.603,102.1574,3339.4,3641.8291,0.6899999999999995,0.53,2.42,2017,Feb
134,2017-03-01,397.80999755859375,65.860001,2362.719971,243.801,102.7236,3460.6,3640.1062,0.6699999999999999,0.75,2.48,2017,Mar
135,2017-05-01,383.0,69.839996,2411.800049,244.733,103.7121,3496.7,3679.653,0.6999999999999997,0.9,2.3,2017,May
136,2017-06-01,413.3800048828125,68.93,2423.409912,244.955,103.771,3501.7,3695.3821,0.69,1.0,2.19,2017,Jun
137,2017-08-01,429.9800109863281,74.769997,2471.649902,245.519,103.1956,3567.6,3741.9336,0.6799999999999997,1.03,2.21,2017,Aug
138,2017-09-01,421.7799987792969,74.489998,2519.360107,246.819,103.176,3526.2,3753.9943,0.6699999999999999,1.05,2.2,2017,Sep
139,2017-11-01,469.2900085449219,84.169998,2584.840088,246.669,105.2943,3580.8,3804.8885,0.6999999999999997,1.25,2.35,2017,Nov
140,2017-12-01,502.0799865722656,85.540001,2673.610107,246.524,105.7183,3636.4,3834.5986,0.71,1.34,2.4000000000000004,2017,Dec
141,2018-02-01,565.1900024414062,93.769997,2713.830078,248.991,105.7465,3557.3,3826.8804,0.69,1.59,2.8600000000000003,2018,Feb
142,2018-03-01,535.5800170898438,91.269997,2640.870117,249.554,106.5387,3684.7,3823.9911,0.77,1.73,2.84,2018,Mar
